Player,AB,R,H,1B,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,FPTS
Wilderd Patino OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Miller C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cade Bunnell 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt O'Neill C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacen Roberson OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Johnson OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaac Ballou OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deon Stafford C | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Cabada 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Gebhardt 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelys Nina 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Montgomery C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Antonini C | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McCarthy Tatum 3B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Felix Reyes OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cayden Wallace 3B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dustin Houle C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vaun Brown OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yasiel Balaguert 1B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase Pinder OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason House OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronny Cruz SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curt Casali C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albert Suarez SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Suchy OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alec Keller OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Masters SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfredo Duno C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis Honeyman OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelo Gumbs 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Gonzalez OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edwin Lora SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quinn Brodey OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donovan Casey OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romer Cuadrado OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onix Vega C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle McCann C | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Melendez 1B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Carpenter DH | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Conrad OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordyn Adams OF | MIL ,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Pedro Martinez 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Calaz OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Satchel McElroy OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase Jaworsky SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Axiel Plaz C | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Landon Stephens 1B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryant Betancourt C | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yassel Pino 3B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradlee Beesley OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avery Romero 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casey Opitz C | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathon Long 1B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skye Bolt OF | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafael Flores 1B | PIT,15,0,3,1,2,0,0,0,2,7,0,0,0.2,0.294,0.333,0
Lamar Sparks OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roldy Brito OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Moritz OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Torres SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Holgate 1B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel Melendez OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ Murray 1B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gustavo Melendez SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Alleyne OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Valdez 1B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleuluis Rondon SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dante Nori OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connor Caskenette C | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kavares Tears OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Baldwin OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Szykowny 3B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Sharpe OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickardo Perez 1B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel Ortega SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edward Lantigua OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bralin Jackson OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan Hernandez 3B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kristian Robinson OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Jorge OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Bericoto 1B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Garcia C | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armando Cruz 2B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay Beshears 1B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Rizzo 3B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Cumberland C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Channy Ortiz SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Baez SS | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abrahan Ramirez 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Henley OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francisco Arcia C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sal Giardina C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tayler Aguilar OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Rodriguez 3B | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rylan Bannon 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Roller OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibandel Isabel 1B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Druw Jones OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cory Thompson SS | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Levenson OF | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Thomas C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoshitomo Tsutsugo 1B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Littlewood C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boo Vazquez OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Greene OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Wideman OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jheremy Vargas 2B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy Martinez C | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo Bernal C | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashford Fulmer OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Reynoso OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Gutierrez OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott McKeon SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordy Barley SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sammy Faltine 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Lewis 1B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdias De La Cruz OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mac Guscette C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad Castillo 1B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly Dugan OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Bote 3B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Zebrowski C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wes Clarke 1B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chavez Young OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Ehrhard OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demetrius Sims SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brady Ebel SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Fletcher 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starling Heredia OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilmer Reyes SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamar King C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.J. Higgins 1B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Rohm OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yohandy Morales 1B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isael Soto OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Glenn OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgardo Fermin SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Gelalich OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Velasquez 2B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anderson Green SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cody Regis OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy Fanas OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Auerbach 2B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duanel Jones 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Waddell SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonah Arenado 3B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ty Harvey C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Gurevitch 1B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Massey OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Longhi 1B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mac Wainwright OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hudson Head OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin Collins C | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Royelny Strop OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson Rojas SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seaver King SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Jacobs OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brendan Tunink OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kameron Esthay OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryson Brigman SS | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Neville OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graysen Tarlow C | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Lozada SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edwin Mateo OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yolbert Sanchez 2B | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Yerzy 1B | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson Miller C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elijah Hainline SS | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Jarvis SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronis Aybar OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Silverio OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aldrich De Jongh OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starlyn Caba SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nic Kent SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Strom OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JT Mabry 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Workinger OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Martin 2B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Garcia OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefan Sabol OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osleivis Basabe SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barrett Barnes OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Cannon 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Ereu 1B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drew Mendoza 3B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholas Vizcaino 1B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alan Garcia OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stryker Trahan OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Parra 3B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Serretti 3B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Osborne SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Davalan OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donavan Tate OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Pieters 1B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Stowers OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reydel Medina OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clayton Daniel 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior Tilien SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Spingola OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Jacobs 1B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Lopez OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joey Wendle 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Kolozsvary C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jayce Boyd 1B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Haug C | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joendry Vargas SS | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryce Ball 1B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Smith OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andriel Lantigua C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaylen Palmer OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Art Charles 1B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaylan Nicasia SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korry Howell OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phillip Evans OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gio Brusa OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colton Plaia C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erick Brito SS | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Braedon Karpathios OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David McCabe 3B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle McPherson 2B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derek Berg C | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hansel Moreno SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yordalin Pena OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramon Marcelino OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan Mendoza 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitch Voit 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay Gonzalez OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrett Cooper 1B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trae Santos 1B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agustin Murillo 3B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoander Rivero SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blake Rutherford OF | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Matthiessen 1B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Durna 1B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgar Cabral C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeferson Quero C | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ismael Mena OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quinn McDaniel 2B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dillon Head OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anderson Franco 3B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dyan Jorge SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tristan Pompey OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micah Gibbs C | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel Pineda C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Bravo 2B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cesar Berbesi SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Fernandez C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramon Mendoza 1B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cobie Vance 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manny Rodriguez SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jon Matthews OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant Koch C | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakey Josepha SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joey Rose 1B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Cowan 2B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Bracho 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elio Prado OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Ward OF | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Clohisy OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Crawford OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Smalling SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drake Osborn C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lizandro Espinoza SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah Campbell SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfredo Alcantara SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arden Pabst C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordy Lara 1B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy Rivas SS | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Ortiz OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eliezer Alfonzo C | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesny Young 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jayden Jobert OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kendall George OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yonny Hernandez 2B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brendan Durfee C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian Almonte 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor Essenburg OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casey Soltis OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Duarte C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deniel Ortiz 3B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esteban Quiroz 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peyton Burdick OF | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narciso Mesa OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruben Santana 1B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rusber Estrada C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marty Herum 3B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Almanzar 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Montesino OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Hernandez SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KJ Harrison 1B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilman Diaz 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Rhinesmith OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Dickinson SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel Geraldo SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
